,size,db,task,method,trial,fold,score,scorer,selection,n,p,type,imputation_WCT,tuning_WCT,imputation_PT,tuning_PT
0,2500,MIMIC,hemo_pvals,Mean+mask+bagging,0,0,0.8093635959978304,roc_auc_score,ANOVA,30836,100,Classification,0.0,7319.331159,0.0,562274.495153
1,2500,MIMIC,hemo_pvals,Mean+mask+bagging,0,1,0.7944088376715197,roc_auc_score,ANOVA,30836,100,Classification,0.0,7489.050318,0.0,575504.73845
2,2500,MIMIC,hemo_pvals,Mean+mask+bagging,0,2,0.8029040627967982,roc_auc_score,ANOVA,30836,100,Classification,0.0,7624.01592,0.0,586525.592358
3,2500,MIMIC,hemo_pvals,Mean+mask+bagging,0,3,0.8088277467881627,roc_auc_score,ANOVA,30836,100,Classification,0.0,7392.673235,0.0,568069.648974
4,2500,MIMIC,hemo_pvals,Mean+mask+bagging,0,4,0.7997040703913753,roc_auc_score,ANOVA,30836,100,Classification,0.0,7678.598214,0.0,590636.964952
5,2500,MIMIC,hemo_pvals,Mean+mask+bagging,1,0,0.807398930631735,roc_auc_score,ANOVA,30836,100,Classification,0.0,6947.030318,0.0,523319.250984
6,2500,MIMIC,hemo_pvals,Mean+mask+bagging,1,1,0.8101227948217065,roc_auc_score,ANOVA,30836,100,Classification,0.0,7075.484364,0.0,533631.589254
7,2500,MIMIC,hemo_pvals,Mean+mask+bagging,1,2,0.8161267396868012,roc_auc_score,ANOVA,30836,100,Classification,0.0,7237.047756,0.0,546295.964074
8,2500,MIMIC,hemo_pvals,Mean+mask+bagging,1,3,0.816001256557335,roc_auc_score,ANOVA,30836,100,Classification,0.0,7121.821813,0.0,537074.421199
9,2500,MIMIC,hemo_pvals,Mean+mask+bagging,1,4,0.810180703473613,roc_auc_score,ANOVA,30836,100,Classification,0.0,7133.239299,0.0,537911.618805
10,2500,MIMIC,hemo_pvals,Mean+mask+bagging,2,0,0.7964062115012105,roc_auc_score,ANOVA,30836,100,Classification,0.0,7566.989746,0.0,582682.965134
11,2500,MIMIC,hemo_pvals,Mean+mask+bagging,2,1,0.7866976663503698,roc_auc_score,ANOVA,30836,100,Classification,0.0,7583.74553,0.0,583933.314302
12,2500,MIMIC,hemo_pvals,Mean+mask+bagging,2,2,0.7884402766324781,roc_auc_score,ANOVA,30836,100,Classification,0.0,7480.736547,0.0,575945.774598
13,2500,MIMIC,hemo_pvals,Mean+mask+bagging,2,3,0.7864826880315935,roc_auc_score,ANOVA,30836,100,Classification,0.0,7487.901406,0.0,576611.123592
14,2500,MIMIC,hemo_pvals,Mean+mask+bagging,2,4,0.7862582164911931,roc_auc_score,ANOVA,30836,100,Classification,0.0,7578.306012,0.0,583636.250872
15,2500,MIMIC,hemo_pvals,Mean+mask+bagging,3,0,0.7880421654383731,roc_auc_score,ANOVA,30836,100,Classification,0.0,7654.910632,0.0,588722.667805
16,2500,MIMIC,hemo_pvals,Mean+mask+bagging,3,1,0.8102214380245815,roc_auc_score,ANOVA,30836,100,Classification,0.0,7363.586451,0.0,565403.712884
17,2500,MIMIC,hemo_pvals,Mean+mask+bagging,3,2,0.8118970779432331,roc_auc_score,ANOVA,30836,100,Classification,0.0,7443.471006,0.0,572065.913817
18,2500,MIMIC,hemo_pvals,Mean+mask+bagging,3,3,0.8096352747403064,roc_auc_score,ANOVA,30836,100,Classification,0.0,7628.576546,0.0,586537.877686
19,2500,MIMIC,hemo_pvals,Mean+mask+bagging,3,4,0.8206486200523595,roc_auc_score,ANOVA,30836,100,Classification,0.0,7482.780299,0.0,575127.22909
20,2500,MIMIC,hemo_pvals,Mean+mask+bagging,4,0,0.8119475646218698,roc_auc_score,ANOVA,30836,100,Classification,0.0,7193.170506,0.0,551887.973018
21,2500,MIMIC,hemo_pvals,Mean+mask+bagging,4,1,0.8033493811929786,roc_auc_score,ANOVA,30836,100,Classification,0.0,7490.069337,0.0,575865.008851
22,2500,MIMIC,hemo_pvals,Mean+mask+bagging,4,2,0.7909980094440295,roc_auc_score,ANOVA,30836,100,Classification,0.0,7579.075829,0.0,582552.557252
