,size,db,task,method,trial,fold,score,scorer,selection,n,p,type,imputation_WCT,tuning_WCT,imputation_PT,tuning_PT
0,2500,MIMIC,hemo_pvals,MI,0,0,0.7582217124649884,roc_auc_score,ANOVA,30836,100,Classification,,,,665472.0
1,2500,MIMIC,hemo_pvals,MI,0,1,0.7595212482032999,roc_auc_score,ANOVA,30836,100,Classification,,,,665472.0
2,2500,MIMIC,hemo_pvals,MI,0,2,0.7758656415713352,roc_auc_score,ANOVA,30836,100,Classification,,,,665472.0
3,2500,MIMIC,hemo_pvals,MI,0,3,0.7721455932249467,roc_auc_score,ANOVA,30836,100,Classification,,,,665472.0
4,2500,MIMIC,hemo_pvals,MI,0,4,0.7591340110630552,roc_auc_score,ANOVA,30836,100,Classification,,,,665472.0
5,2500,MIMIC,hemo_pvals,MI,1,0,0.7965979745780155,roc_auc_score,ANOVA,30836,100,Classification,,,,552608.0
6,2500,MIMIC,hemo_pvals,MI,1,1,0.7788655859065359,roc_auc_score,ANOVA,30836,100,Classification,,,,552608.0
7,2500,MIMIC,hemo_pvals,MI,1,2,0.7965290192682194,roc_auc_score,ANOVA,30836,100,Classification,,,,552608.0
8,2500,MIMIC,hemo_pvals,MI,1,3,0.7906291546329295,roc_auc_score,ANOVA,30836,100,Classification,,,,552608.0
9,2500,MIMIC,hemo_pvals,MI,1,4,0.7924100830095928,roc_auc_score,ANOVA,30836,100,Classification,,,,552608.0
10,2500,MIMIC,hemo_pvals,MI,2,0,0.7962145347264205,roc_auc_score,ANOVA,30836,100,Classification,,,,359432.0
11,2500,MIMIC,hemo_pvals,MI,2,1,0.7859853295205103,roc_auc_score,ANOVA,30836,100,Classification,,,,359432.0
12,2500,MIMIC,hemo_pvals,MI,2,2,0.7818771810137293,roc_auc_score,ANOVA,30836,100,Classification,,,,359432.0
13,2500,MIMIC,hemo_pvals,MI,2,3,0.7921452221262832,roc_auc_score,ANOVA,30836,100,Classification,,,,359432.0
14,2500,MIMIC,hemo_pvals,MI,2,4,0.7783524341267509,roc_auc_score,ANOVA,30836,100,Classification,,,,359432.0
15,2500,MIMIC,hemo_pvals,MI,3,0,0.7687397705143125,roc_auc_score,ANOVA,30836,100,Classification,,,,432344.0
16,2500,MIMIC,hemo_pvals,MI,3,1,0.7769892075015438,roc_auc_score,ANOVA,30836,100,Classification,,,,432344.0
17,2500,MIMIC,hemo_pvals,MI,3,2,0.7805268133887219,roc_auc_score,ANOVA,30836,100,Classification,,,,432344.0
18,2500,MIMIC,hemo_pvals,MI,3,3,0.7774285710587057,roc_auc_score,ANOVA,30836,100,Classification,,,,432344.0
19,2500,MIMIC,hemo_pvals,MI,3,4,0.7838081022920521,roc_auc_score,ANOVA,30836,100,Classification,,,,432344.0
20,2500,MIMIC,hemo_pvals,MI,4,0,0.7841158552766994,roc_auc_score,ANOVA,30836,100,Classification,,,,589344.0
21,2500,MIMIC,hemo_pvals,MI,4,1,0.7895740262004286,roc_auc_score,ANOVA,30836,100,Classification,,,,589344.0
22,2500,MIMIC,hemo_pvals,MI,4,2,0.7934036781055673,roc_auc_score,ANOVA,30836,100,Classification,,,,589344.0
23,2500,MIMIC,hemo_pvals,MI,4,3,0.7871476450553476,roc_auc_score,ANOVA,30836,100,Classification,,,,589344.0
24,2500,MIMIC,hemo_pvals,MI,4,4,0.7812851491924506,roc_auc_score,ANOVA,30836,100,Classification,,,,589344.0
25,2500,MIMIC,hemo_pvals,MI+mask,0,0,0.7867652408279296,roc_auc_score,ANOVA,30836,100,Classification,,,,704824.0
26,2500,MIMIC,hemo_pvals,MI+mask,0,1,0.767814181405972,roc_auc_score,ANOVA,30836,100,Classification,,,,704824.0
27,2500,MIMIC,hemo_pvals,MI+mask,0,2,0.78356783748295,roc_auc_score,ANOVA,30836,100,Classification,,,,704824.0
28,2500,MIMIC,hemo_pvals,MI+mask,0,3,0.7868965061923854,roc_auc_score,ANOVA,30836,100,Classification,,,,704824.0
29,2500,MIMIC,hemo_pvals,MI+mask,0,4,0.78169801803108,roc_auc_score,ANOVA,30836,100,Classification,,,,704824.0
30,2500,MIMIC,hemo_pvals,MI+mask,1,0,0.8079800883991538,roc_auc_score,ANOVA,30836,100,Classification,,,,391736.00000000006
31,2500,MIMIC,hemo_pvals,MI+mask,1,1,0.7975448802840027,roc_auc_score,ANOVA,30836,100,Classification,,,,391736.00000000006
32,2500,MIMIC,hemo_pvals,MI+mask,1,2,0.8156536320418668,roc_auc_score,ANOVA,30836,100,Classification,,,,391736.00000000006
33,2500,MIMIC,hemo_pvals,MI+mask,1,3,0.8029710331602545,roc_auc_score,ANOVA,30836,100,Classification,,,,391736.00000000006
34,2500,MIMIC,hemo_pvals,MI+mask,1,4,0.817816619437889,roc_auc_score,ANOVA,30836,100,Classification,,,,391736.00000000006
35,2500,MIMIC,hemo_pvals,MI+mask,2,0,0.8134623375850021,roc_auc_score,ANOVA,30836,100,Classification,,,,599800.0
36,2500,MIMIC,hemo_pvals,MI+mask,2,1,0.7950173531776186,roc_auc_score,ANOVA,30836,100,Classification,,,,599800.0
37,2500,MIMIC,hemo_pvals,MI+mask,2,2,0.7941680550503293,roc_auc_score,ANOVA,30836,100,Classification,,,,599800.0
38,2500,MIMIC,hemo_pvals,MI+mask,2,3,0.8018697331498552,roc_auc_score,ANOVA,30836,100,Classification,,,,599800.0
39,2500,MIMIC,hemo_pvals,MI+mask,2,4,0.768575624082232,roc_auc_score,ANOVA,30836,100,Classification,,,,599800.0
40,2500,MIMIC,hemo_pvals,MI+mask,3,0,0.7794381997744927,roc_auc_score,ANOVA,30836,100,Classification,,,,457240.0
