,size,db,task,method,trial,fold,score,scorer,selection,n,p,type,imputation_WCT,tuning_WCT,imputation_PT,tuning_PT
0,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,0,0,0.8131769464105156,roc_auc_score,ANOVA,30836,100,Classification,0.0,13910.11301,0.0,811650.160791
1,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,0,1,0.8346612740141557,roc_auc_score,ANOVA,30836,100,Classification,0.0,13566.669484,0.0,782356.710243
2,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,0,2,0.8421435793731042,roc_auc_score,ANOVA,30836,100,Classification,0.0,13388.713841,0.0,768413.990537
3,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,0,3,0.8444994944388271,roc_auc_score,ANOVA,30836,100,Classification,0.0,13630.674061,0.0,787900.941502
4,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,0,4,0.8277128412537917,roc_auc_score,ANOVA,30836,100,Classification,0.0,13565.592023,0.0,784569.832177
5,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,1,0,0.8683073811931245,roc_auc_score,ANOVA,30836,100,Classification,0.0,14123.206359,0.0,821163.383742
6,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,1,1,0.8500323559150658,roc_auc_score,ANOVA,30836,100,Classification,0.0,13697.586028,0.0,786821.908783
7,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,1,2,0.8550171890798787,roc_auc_score,ANOVA,30836,100,Classification,0.0,13694.044382,0.0,789355.39088
8,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,1,3,0.8553205257836198,roc_auc_score,ANOVA,30836,100,Classification,0.0,13833.527677,0.0,798813.100523
9,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,1,4,0.8296643073811931,roc_auc_score,ANOVA,30836,100,Classification,0.0,13755.057918,0.0,793546.408249
10,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,2,0,0.8590960566228514,roc_auc_score,ANOVA,30836,100,Classification,0.0,13628.559129,0.0,788364.949839
11,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,2,1,0.8361739130434782,roc_auc_score,ANOVA,30836,100,Classification,0.0,13490.843017,0.0,775521.425731
12,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,2,2,0.8672861476238625,roc_auc_score,ANOVA,30836,100,Classification,0.0,13552.774352,0.0,777027.476695
13,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,2,3,0.855700707785642,roc_auc_score,ANOVA,30836,100,Classification,0.0,13538.183471,0.0,775919.415718
14,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,2,4,0.8507037411526794,roc_auc_score,ANOVA,30836,100,Classification,0.0,13444.064067,0.0,771510.032727
15,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,3,0,0.8757654196157736,roc_auc_score,ANOVA,30836,100,Classification,0.0,13809.148128,0.0,797686.963171
16,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,3,1,0.871603640040445,roc_auc_score,ANOVA,30836,100,Classification,0.0,13660.408689,0.0,784108.867545
17,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,3,2,0.849221435793731,roc_auc_score,ANOVA,30836,100,Classification,0.0,13404.240427,0.0,763912.477474
18,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,3,3,0.8244024266936298,roc_auc_score,ANOVA,30836,100,Classification,0.0,13651.425516,0.0,782788.848398
19,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,3,4,0.8620930232558139,roc_auc_score,ANOVA,30836,100,Classification,0.0,13648.373001,0.0,779623.493897
20,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,4,0,0.8034924165824064,roc_auc_score,ANOVA,30836,100,Classification,0.0,13492.201345,0.0,778703.000339
21,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,4,1,0.8427805864509605,roc_auc_score,ANOVA,30836,100,Classification,0.0,13314.62474,0.0,763334.086462
22,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,4,2,0.8492861476238625,roc_auc_score,ANOVA,30836,100,Classification,0.0,13396.327016,0.0,768696.518581
23,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,4,3,0.8437047522750252,roc_auc_score,ANOVA,30836,100,Classification,0.0,13360.982564,0.0,768454.525836
24,25000,MIMIC,hemo_pvals,_imputed_Mean+mask_Bagged100,4,4,0.8427805864509605,roc_auc_score,ANOVA,30836,100,Classification,0.0,13364.686528,0.0,766162.923399
25,25000,MIMIC,septic_pvals,_imputed_Mean+mask_Bagged100,0,0,0.9329335992957726,roc_auc_score,ANOVA,30836,100,Classification,0.0,15727.524645,0.0,954400.863148
26,25000,MIMIC,septic_pvals,_imputed_Mean+mask_Bagged100,0,1,0.9422284530411303,roc_auc_score,ANOVA,30836,100,Classification,0.0,15768.51835,0.0,954907.569261
27,25000,MIMIC,septic_pvals,_imputed_Mean+mask_Bagged100,0,2,0.932346743096289,roc_auc_score,ANOVA,30836,100,Classification,0.0,15516.23831,0.0,937729.869787
28,25000,MIMIC,septic_pvals,_imputed_Mean+mask_Bagged100,0,3,0.9350516166702726,roc_auc_score,ANOVA,30836,100,Classification,0.0,15409.360006,0.0,927281.326401
29,25000,MIMIC,septic_pvals,_imputed_Mean+mask_Bagged100,0,4,0.9394980897534314,roc_auc_score,ANOVA,30836,100,Classification,0.0,15369.984432,0.0,927107.637871
30,25000,MIMIC,septic_pvals,_imputed_Mean+mask_Bagged100,1,0,0.9289121523692095,roc_auc_score,ANOVA,30836,100,Classification,0.0,15024.249126,0.0,902373.282573
31,25000,MIMIC,septic_pvals,_imputed_Mean+mask_Bagged100,1,1,0.9389675480377365,roc_auc_score,ANOVA,30836,100,Classification,0.0,14856.943855,0.0,885500.530856
