,size,db,task,method,trial,fold,score,scorer,selection,n,p,type,imputation_WCT,tuning_WCT,imputation_PT,tuning_PT
0,25000,MIMIC,hemo_pvals,MIA+bagging,0,0,0.8124428715874621,roc_auc_score,ANOVA,30836,100,Classification,0.0,11503.011892,0.0,392266.626251
1,25000,MIMIC,hemo_pvals,MIA+bagging,0,1,0.8331627906976744,roc_auc_score,ANOVA,30836,100,Classification,0.0,11346.506353,0.0,385855.42544
2,25000,MIMIC,hemo_pvals,MIA+bagging,0,2,0.8462325581395349,roc_auc_score,ANOVA,30836,100,Classification,0.0,11215.897638,0.0,380550.11639
3,25000,MIMIC,hemo_pvals,MIA+bagging,0,3,0.8429221435793731,roc_auc_score,ANOVA,30836,100,Classification,0.0,11398.879309,0.0,387901.290226
4,25000,MIMIC,hemo_pvals,MIA+bagging,0,4,0.8266006066734075,roc_auc_score,ANOVA,30836,100,Classification,0.0,11414.665181,0.0,388668.524955
5,25000,MIMIC,hemo_pvals,MIA+bagging,1,0,0.8695813953488372,roc_auc_score,ANOVA,30836,100,Classification,0.0,11799.787675,0.0,402531.717564
6,25000,MIMIC,hemo_pvals,MIA+bagging,1,1,0.8527826086956521,roc_auc_score,ANOVA,30836,100,Classification,0.0,11724.321219,0.0,399351.965543
7,25000,MIMIC,hemo_pvals,MIA+bagging,1,2,0.8586329625884732,roc_auc_score,ANOVA,30836,100,Classification,0.0,11670.624334,0.0,396854.070924
8,25000,MIMIC,hemo_pvals,MIA+bagging,1,3,0.8597067745197169,roc_auc_score,ANOVA,30836,100,Classification,0.0,11747.149602,0.0,400106.680953
9,25000,MIMIC,hemo_pvals,MIA+bagging,1,4,0.8292133468149646,roc_auc_score,ANOVA,30836,100,Classification,0.0,11705.991904,0.0,398444.210792
10,25000,MIMIC,hemo_pvals,MIA+bagging,2,0,0.8599514661274014,roc_auc_score,ANOVA,30836,100,Classification,0.0,11886.60601,0.0,406668.540212
11,25000,MIMIC,hemo_pvals,MIA+bagging,2,1,0.8342527805864509,roc_auc_score,ANOVA,30836,100,Classification,0.0,11808.741751,0.0,403565.44913
12,25000,MIMIC,hemo_pvals,MIA+bagging,2,2,0.8686006066734074,roc_auc_score,ANOVA,30836,100,Classification,0.0,11672.406216,0.0,397814.094227
13,25000,MIMIC,hemo_pvals,MIA+bagging,2,3,0.8531648129423661,roc_auc_score,ANOVA,30836,100,Classification,0.0,11803.619398,0.0,402705.223218
14,25000,MIMIC,hemo_pvals,MIA+bagging,2,4,0.8558685540950455,roc_auc_score,ANOVA,30836,100,Classification,0.0,11813.846335,0.0,403484.701153
15,25000,MIMIC,hemo_pvals,MIA+bagging,3,0,0.8754054600606673,roc_auc_score,ANOVA,30836,100,Classification,0.0,11849.095156,0.0,403738.123771
16,25000,MIMIC,hemo_pvals,MIA+bagging,3,1,0.8731001011122345,roc_auc_score,ANOVA,30836,100,Classification,0.0,11714.077061,0.0,397886.268558
17,25000,MIMIC,hemo_pvals,MIA+bagging,3,2,0.8537128412537917,roc_auc_score,ANOVA,30836,100,Classification,0.0,11742.095395,0.0,399449.718673
18,25000,MIMIC,hemo_pvals,MIA+bagging,3,3,0.8196056622851365,roc_auc_score,ANOVA,30836,100,Classification,0.0,11899.032906,0.0,405301.121392
19,25000,MIMIC,hemo_pvals,MIA+bagging,3,4,0.8666612740141557,roc_auc_score,ANOVA,30836,100,Classification,0.0,11792.152312,0.0,400954.746206
20,25000,MIMIC,hemo_pvals,MIA+bagging,4,0,0.8006632962588472,roc_auc_score,ANOVA,30836,100,Classification,0.0,11412.473236,0.0,387969.034176
21,25000,MIMIC,hemo_pvals,MIA+bagging,4,1,0.8417391304347825,roc_auc_score,ANOVA,30836,100,Classification,0.0,11372.971294,0.0,386347.199803
22,25000,MIMIC,hemo_pvals,MIA+bagging,4,2,0.8538988877654198,roc_auc_score,ANOVA,30836,100,Classification,0.0,11401.461609,0.0,387399.710257
23,25000,MIMIC,hemo_pvals,MIA+bagging,4,3,0.8442103134479273,roc_auc_score,ANOVA,30836,100,Classification,0.0,11437.75585,0.0,389005.958364
24,25000,MIMIC,hemo_pvals,MIA+bagging,4,4,0.842056622851365,roc_auc_score,ANOVA,30836,100,Classification,0.0,11353.97099,0.0,385514.883377
25,25000,MIMIC,septic_pvals,MIA+bagging,0,0,0.9324795267212225,roc_auc_score,ANOVA,30836,100,Classification,0.0,8337.844521,0.0,278494.68839
26,25000,MIMIC,septic_pvals,MIA+bagging,0,1,0.9417731948985005,roc_auc_score,ANOVA,30836,100,Classification,0.0,8189.313049,0.0,272103.237807
27,25000,MIMIC,septic_pvals,MIA+bagging,0,2,0.9327130836329364,roc_auc_score,ANOVA,30836,100,Classification,0.0,8149.377306,0.0,270638.359931
28,25000,MIMIC,septic_pvals,MIA+bagging,0,3,0.9360919526602666,roc_auc_score,ANOVA,30836,100,Classification,0.0,8130.214869,0.0,270133.126182
29,25000,MIMIC,septic_pvals,MIA+bagging,0,4,0.9400831676007956,roc_auc_score,ANOVA,30836,100,Classification,0.0,8125.573391,0.0,269715.631545
30,25000,MIMIC,septic_pvals,MIA+bagging,1,0,0.9287983378335523,roc_auc_score,ANOVA,30836,100,Classification,0.0,8499.371781,0.0,284607.558169
31,25000,MIMIC,septic_pvals,MIA+bagging,1,1,0.9401448171409433,roc_auc_score,ANOVA,30836,100,Classification,0.0,8259.1587,0.0,274464.339575
32,25000,MIMIC,septic_pvals,MIA+bagging,1,2,0.9341938581645627,roc_auc_score,ANOVA,30836,100,Classification,0.0,8238.94058,0.0,273803.197032
33,25000,MIMIC,septic_pvals,MIA+bagging,1,3,0.9348714103221485,roc_auc_score,ANOVA,30836,100,Classification,0.0,8242.475034,0.0,274488.606219
34,25000,MIMIC,septic_pvals,MIA+bagging,1,4,0.9381542483350178,roc_auc_score,ANOVA,30836,100,Classification,0.0,8264.737656,0.0,275145.15382
