,size,db,task,method,trial,fold,score,scorer,selection,n,p,type,imputation_WCT,tuning_WCT,imputation_PT,tuning_PT
0,10000,MIMIC,hemo_pvals,MIA+bagging,0,0,0.8352999981635129,roc_auc_score,ANOVA,30836,100,Classification,0.0,8765.532381,0.0,645666.577483
1,10000,MIMIC,hemo_pvals,MIA+bagging,0,1,0.8389756873053222,roc_auc_score,ANOVA,30836,100,Classification,0.0,8896.003883,0.0,655725.268525
2,10000,MIMIC,hemo_pvals,MIA+bagging,0,2,0.8353554121676058,roc_auc_score,ANOVA,30836,100,Classification,0.0,8899.348541,0.0,656684.752046
3,10000,MIMIC,hemo_pvals,MIA+bagging,0,3,0.8215584430102101,roc_auc_score,ANOVA,30836,100,Classification,0.0,8960.157448,0.0,661715.364324
4,10000,MIMIC,hemo_pvals,MIA+bagging,0,4,0.8278711680297925,roc_auc_score,ANOVA,30836,100,Classification,0.0,8845.820921,0.0,652553.478995
5,10000,MIMIC,hemo_pvals,MIA+bagging,1,0,0.8308927483509544,roc_auc_score,ANOVA,30836,100,Classification,0.0,9313.166862,0.0,696055.871716
6,10000,MIMIC,hemo_pvals,MIA+bagging,1,1,0.8429787502465285,roc_auc_score,ANOVA,30836,100,Classification,0.0,9562.299378,0.0,715776.396884
7,10000,MIMIC,hemo_pvals,MIA+bagging,1,2,0.8408583261936569,roc_auc_score,ANOVA,30836,100,Classification,0.0,9304.200271,0.0,695515.896867
8,10000,MIMIC,hemo_pvals,MIA+bagging,1,3,0.8379098859701165,roc_auc_score,ANOVA,30836,100,Classification,0.0,9455.575032,0.0,707107.397515
9,10000,MIMIC,hemo_pvals,MIA+bagging,1,4,0.8217125482377308,roc_auc_score,ANOVA,30836,100,Classification,0.0,9285.869726,0.0,693566.571093
10,10000,MIMIC,hemo_pvals,MIA+bagging,2,0,0.8316236702435582,roc_auc_score,ANOVA,30836,100,Classification,0.0,8952.326483,0.0,660190.7939
11,10000,MIMIC,hemo_pvals,MIA+bagging,2,1,0.8336042018826388,roc_auc_score,ANOVA,30836,100,Classification,0.0,8733.841465,0.0,643820.227668
12,10000,MIMIC,hemo_pvals,MIA+bagging,2,2,0.8392134724698597,roc_auc_score,ANOVA,30836,100,Classification,0.0,8912.117265,0.0,657277.717104
13,10000,MIMIC,hemo_pvals,MIA+bagging,2,3,0.8494559606384906,roc_auc_score,ANOVA,30836,100,Classification,0.0,8948.460037,0.0,660216.999007
14,10000,MIMIC,hemo_pvals,MIA+bagging,2,4,0.8334817161733037,roc_auc_score,ANOVA,30836,100,Classification,0.0,9043.615662,0.0,667785.36112
15,10000,MIMIC,hemo_pvals,MIA+bagging,3,0,0.8357488995050268,roc_auc_score,ANOVA,30836,100,Classification,0.0,9539.13302,0.0,711073.751874
16,10000,MIMIC,hemo_pvals,MIA+bagging,3,1,0.8416387533925109,roc_auc_score,ANOVA,30836,100,Classification,0.0,9420.527515,0.0,701709.988858
17,10000,MIMIC,hemo_pvals,MIA+bagging,3,2,0.8464479543529138,roc_auc_score,ANOVA,30836,100,Classification,0.0,9611.813078,0.0,716551.71488
18,10000,MIMIC,hemo_pvals,MIA+bagging,3,3,0.8373190161858397,roc_auc_score,ANOVA,30836,100,Classification,0.0,9403.32003,0.0,700331.03325
19,10000,MIMIC,hemo_pvals,MIA+bagging,3,4,0.8270091369228939,roc_auc_score,ANOVA,30836,100,Classification,0.0,9481.402267,0.0,706680.415798
20,10000,MIMIC,hemo_pvals,MIA+bagging,4,0,0.8237872996532233,roc_auc_score,ANOVA,30836,100,Classification,0.0,9278.574357,0.0,694682.39648
21,10000,MIMIC,hemo_pvals,MIA+bagging,4,1,0.8237548816623562,roc_auc_score,ANOVA,30836,100,Classification,0.0,9413.657508,0.0,705752.55536
22,10000,MIMIC,hemo_pvals,MIA+bagging,4,2,0.8158701236275253,roc_auc_score,ANOVA,30836,100,Classification,0.0,9232.485663,0.0,691165.726508
23,10000,MIMIC,hemo_pvals,MIA+bagging,4,3,0.8280410830164061,roc_auc_score,ANOVA,30836,100,Classification,0.0,9311.707769,0.0,697562.759275
24,10000,MIMIC,hemo_pvals,MIA+bagging,4,4,0.8253749827330283,roc_auc_score,ANOVA,30836,100,Classification,0.0,9345.431216,0.0,700109.640037
25,10000,MIMIC,septic_pvals,MIA+bagging,0,0,0.9305074825149829,roc_auc_score,ANOVA,30836,100,Classification,0.0,9417.258572,0.0,695239.019564
26,10000,MIMIC,septic_pvals,MIA+bagging,0,1,0.9323394811388198,roc_auc_score,ANOVA,30836,100,Classification,0.0,9485.27344,0.0,701365.868859
27,10000,MIMIC,septic_pvals,MIA+bagging,0,2,0.9320065174135281,roc_auc_score,ANOVA,30836,100,Classification,0.0,9482.200437,0.0,701254.051046
28,10000,MIMIC,septic_pvals,MIA+bagging,0,3,0.9290865456218947,roc_auc_score,ANOVA,30836,100,Classification,0.0,9415.863283,0.0,696035.812871
29,10000,MIMIC,septic_pvals,MIA+bagging,0,4,0.9341853959149997,roc_auc_score,ANOVA,30836,100,Classification,0.0,9268.030379,0.0,684322.777121
