50800,
50801,2.5748780498520742e-08
50802,2.3907874214990383e-29
50803,2.135772650398387e-06
50804,1.5727246923418922e-21
50805,0.2710183189294693
50806,0.92517657813512
50807,
50808,0.4690211454277482
50809,0.5253063573907426
50810,0.0012233918660795315
50811,0.09227927743770228
50812,
50813,5.210863227986913e-12
50814,0.6600152263293069
50815,0.6360459696173023
50816,0.253988656981234
50817,3.601570826177034e-21
50818,0.0438644402163299
50819,0.018701197207073784
50820,0.35196333500473553
50821,6.549532889554079e-24
50822,0.3316362449409489
50823,1.0064955846609278e-10
50824,0.2180068963719204
50825,0.026877889721434876
50826,3.7041556699718077e-16
50827,
50828,
50829,
50830,
50831,0.05491572799672722
50832,
50833,
50834,
50835,
50836,0.6267917331721798
50837,
50838,0.24521473028256113
50839,
50840,
50841,
50842,0.39125565838176535
50843,0.5127953137644341
50844,
50845,
50846,
50847,
50848,
50849,0.028954825115321138
50850,
50851,
50852,0.8942596122284217
50853,
50854,
50855,
50856,0.2290422565194429
50857,
50858,
50859,
50860,
50861,0.00930194420056712
50862,2.893874513764803e-77
50863,2.071097473722462e-12
50864,0.4894029240869441
50865,
50866,0.5631649508537078
50867,0.0006527915702033602
50868,1.8272251999134986e-09
50869,
50870,
50871,
50872,
50873,
50874,
50875,
50876,
50877,
50878,4.4610784275703205e-13
50879,
50880,
50881,
50882,3.8949801703054055e-19
50883,4.88008333165904e-22
50884,1.3066406739211771e-33
50885,0.05760989122033839
50886,
50887,
50888,
50889,1.0857957474069224e-09
50890,0.022248951289542615
50891,0.01695966012019358
50892,
50893,1.6867079700895323e-36
50894,
50895,
50896,
50897,
50898,
50899,
50900,0.6234525468649722
50901,
50902,0.002286923839303229
50903,0.00011192494343770581
50904,0.0005298178379463406
50905,0.041353417754581165
50906,0.06202175426811645
50907,0.003438403901066037
50908,0.009361143687158697
50909,1.3842082547533532e-05
50910,0.7799945486753407
50911,0.0012771953107922362
50912,1.44266954882366e-33
50913,
50914,
50915,0.0028618096228599024
50916,
50917,0.3017575816692497
50918,
50919,
50920,
50921,
50922,0.3180985132207129
50923,
50924,2.0664799906868837e-06
50925,0.36860761885681925
50926,
50927,0.5056736812215286
50928,
50929,0.7933959273336872
50930,0.3549586206780092
50931,0.9597273999645421
50932,
50933,
50934,
50935,0.1988013483387034
50936,
50937,
50938,
50939,
50940,
50941,
50942,
50943,
50944,
50945,0.8595014935976588
50946,
50947,
50948,
50949,0.5745008904663711
50950,0.31976593580020807
50951,0.47631099663597354
50952,0.07682876152107133
50953,4.822310195190213e-28
50954,1.8672529413411898e-10
50955,
50956,0.18730061001205553
50957,
50958,
50959,
50960,0.4891435727897264
50961,
50962,
50963,0.003057089137342968
50964,0.35414982166068143
50965,0.14748703549362477
50966,
50967,0.7595585169677124
50968,
50969,
50970,0.0018550904700277374
50971,0.44311685413296487
50972,
50973,
50974,0.9314607954543119
50975,
50976,2.3047571733625676e-09
50977,
50978,
50979,
50980,0.785133030650438
50981,
50982,
50983,0.9315911344233202
50984,
50985,
50986,0.14459514934616863
50988,
50989,
50990,
50991,
50992,
50993,0.09363038850026921
50994,0.00047620232077303276
50995,0.005142943624291705
50996,
50997,
50998,7.827960398107851e-27
50999,
51000,0.17353126523178314
51001,0.12941979280254556
51002,0.15550108345724944
51003,0.002149580775701252
51004,
51005,
51006,5.562921838149765e-59
51007,0.7196754747050944
51008,0.8279677000932582
51009,0.029475523151389817
51010,2.07477135607475e-07
51011,
51012,
51013,
51014,0.004135442800866557
51015,
51016,
51017,
51018,0.19847465076445425
51019,
51020,
51021,
51022,
51023,
51024,
51025,
51026,0.6720937304958924
51027,
51028,
51029,
51030,
51031,
51032,
51033,
51034,
51035,
51036,
51037,
51038,
51039,
51040,
51041,
51042,
51043,
51044,
51045,
51046,0.014357349413317075
51047,0.4947487065251547
51048,
51049,
51050,
51051,
51052,
51053,0.31824295487437393
51054,0.9027166764456526
51055,
51056,
51057,
51058,
51059,0.02805042900622732
51060,
51061,
51062,
51063,
51064,
51065,
51066,
51067,0.037727973827186026
51068,
51069,0.5465094333530061
51070,0.8875159777470304
51071,
51072,
51073,
51074,
51075,
51076,
51077,0.14900553231794764
51078,0.013057418651932657
51079,
51080,
51081,
51082,0.1201912415369595
51083,
51084,
51085,
51086,
51087,
51088,
51089,
51090,
51091,
51092,
51093,0.051448503381387574
51094,0.12439401872142113
51095,0.38651930472532814
51096,
51097,0.44754661859471545
51098,
51099,0.20457876895051103
51100,0.03112752070692166
51101,
51102,0.5928354541125485
51103,
51104,0.014977547067173184
51105,
51106,
51107,
51108,0.32861821105573996
51109,
51110,
51111,
51112,
51113,
51114,
51115,
51116,0.11663648418219029
51117,0.8410667569461634
51118,0.8474468241759735
51119,
51120,0.17560371704100897
51121,
51122,
51123,
51124,
51125,0.030987751857724646
51126,
51127,0.32114184429254566
51128,0.0463711166005841
51129,
51130,0.1773016385114881
51131,0.4061228236392974
51132,0.18374603390371852
51133,0.530133189319171
51134,
51135,
51136,
51137,
51138,
51139,
51140,
51141,
51142,
51143,0.00800397094326312
51144,4.116110788579671e-26
51145,
51146,0.00018609996816662424
51147,
51148,
51149,
51150,
51151,
51152,
51153,
51154,
51155,
51156,
51157,
51158,
51159,
51160,
51161,
51162,
51163,
51164,
51165,
51166,
51167,
51168,
51169,
51170,
51171,
51172,
51173,
51174,
51175,
51176,0.3314092176473187
51177,
51178,
51179,
51180,0.49433765736403246
51181,0.5947292147001091
51182,
51183,
51184,
51185,
51186,
51187,
51188,
51189,
51190,
51191,
51192,
51193,
51194,0.606405242440829
51195,
51196,4.42531363907441e-05
51197,
51198,
51199,
