50800,
50801,0.05818622334354462
50802,8.29548924707035e-09
50803,3.640951130858763e-07
50804,9.400715409312806e-06
50805,0.7854715508544318
50806,0.011293178707265402
50807,
50808,0.42339068531577717
50809,0.042013596979974206
50810,0.0007049183082203196
50811,0.00043270629222949585
50812,
50813,1.0636199143993118e-21
50814,0.7014593096035893
50815,0.098051513892515
50816,0.1514494924763156
50817,0.21567813209331213
50818,0.4225002972716546
50819,3.914629492386471e-05
50820,0.5771346231338672
50821,0.0009352185276061182
50822,0.5906553566719105
50823,0.11654709595490108
50824,0.47542834636293396
50825,0.622042504912094
50826,0.0017274070238941833
50827,
50828,
50829,
50830,
50831,0.04622824625067945
50832,
50833,
50834,
50835,
50836,0.7497155404598725
50837,
50838,0.3180816752941091
50839,
50840,
50841,
50842,0.8859394724614341
50843,0.9894050647290537
50844,
50845,
50846,
50847,
50848,
50849,0.5431372698500536
50850,
50851,
50852,0.6728204898304998
50853,
50854,
50855,
50856,0.8163506758945684
50857,
50858,
50859,
50860,
50861,2.6054944096808103e-09
50862,3.2491183071377313e-16
50863,0.12403720934683372
50864,0.6805156170415368
50865,
50866,0.35753553442899644
50867,0.005518115835548601
50868,6.590342342261433e-09
50869,
50870,
50871,
50872,
50873,
50874,
50875,
50876,
50877,
50878,0.0006863484766872418
50879,
50880,
50881,
50882,5.5678443134106125e-09
50883,8.301021635993199e-14
50884,1.4036683962079156e-06
50885,0.48001052944528055
50886,
50887,
50888,
50889,0.8274359185512816
50890,0.5266222787202506
50891,0.9362047784391152
50892,
50893,0.0006612754428900154
50894,
50895,
50896,
50897,
50898,
50899,
50900,0.9753414611242512
50901,
50902,0.010766965342910112
50903,0.04367495006549817
50904,0.09411838924595053
50905,0.19772421580406627
50906,0.9398089056149167
50907,0.18760638666737015
50908,0.0062923293759204295
50909,0.3854974194956099
50910,2.4014318710162784e-11
50911,0.7594323332521318
50912,4.665930497974059e-08
50913,
50914,
50915,0.008468132539763548
50916,
50917,0.5956576026708453
50918,
50919,
50920,
50921,
50922,0.6592825580442307
50923,
50924,0.9415215927807724
50925,0.2205277654975965
50926,
50927,0.4758861871539063
50928,
50929,0.2580895538560216
50930,0.03416683717139635
50931,0.12828449197855196
50932,
50933,
50934,
50935,0.018906091646925527
50936,
50937,
50938,
50939,
50940,
50941,
50942,
50943,
50944,
50945,0.7653004919070898
50946,
50947,
50948,
50949,0.3928569865767151
50950,0.8288302701171981
50951,0.514566074878738
50952,0.1984738298351369
50953,0.02095858992228528
50954,0.0030301363195486854
50955,
50956,0.0450007623714707
50957,
50958,
50959,
50960,0.044694937083159976
50961,
50962,
50963,0.4675832649325522
50964,0.6407231537482907
50965,0.02381288977824462
50966,
50967,0.9418100397467762
50968,
50969,
50970,6.80721367243888e-08
50971,0.2753613969753028
50972,
50973,
50974,0.9223299236690536
50975,
50976,0.6268073246999014
50977,
50978,
50979,
50980,0.6264291563566258
50981,
50982,
50983,0.29644781452681684
50984,
50985,
50986,0.36631194328342875
50988,
50989,
50990,
50991,
50992,
50993,0.9004650510370404
50994,0.19056000772314335
50995,0.42024434505390706
50996,
50997,
50998,0.03791046705636355
50999,
51000,0.27032466134916977
51001,0.3820707406558691
51002,0.07147713335800926
51003,0.01935678786171597
51004,
51005,
51006,2.530723976447359e-11
51007,0.03285757405105802
51008,0.17134730939743884
51009,0.17580471451188617
51010,0.06863986688492528
51011,
51012,
51013,
51014,0.8455518277538127
51015,
51016,
51017,
51018,0.8914267198270253
51019,
51020,
51021,
51022,
51023,
51024,
51025,
51026,0.7292367136793751
51027,
51028,
51029,
51030,
51031,
51032,
51033,
51034,
51035,
51036,
51037,
51038,
51039,
51040,
51041,
51042,
51043,0.13969466160270033
51044,
51045,
51046,0.33041751247087014
51047,0.8193318670512802
51048,
51049,
51050,
51051,
51052,
51053,0.8563842948692753
51054,0.5633764213474106
51055,
51056,
51057,
51058,
51059,0.8636995017906298
51060,
51061,
51062,
51063,
51064,
51065,
51066,
51067,0.24448572332254223
51068,
51069,0.4863358402953085
51070,0.48654862950380706
51071,
51072,
51073,
51074,
51075,
51076,
51077,0.11379474673029644
51078,0.12279028752346106
51079,
51080,
51081,
51082,0.9769368112075323
51083,
51084,
51085,
51086,
51087,
51088,
51089,
51090,
51091,
51092,
51093,0.2342891568197148
51094,0.6415237364088091
51095,0.8025338675586653
51096,
51097,0.001864000774095365
51098,
51099,0.9419770266811464
51100,0.06288196887286551
51101,
51102,0.9229457132634696
51103,
51104,0.03626921999427459
51105,
51106,
51107,
51108,0.7755075541282614
51109,
51110,
51111,
51112,
51113,
51114,
51115,
51116,0.5094212467058485
51117,0.12180088562008283
51118,0.8863013827156919
51119,
51120,0.24209611068200657
51121,
51122,
51123,
51124,
51125,0.3644256581415971
51126,
51127,0.21660205442078273
51128,0.43110899432921157
51129,
51130,0.9112553752127539
51131,0.5149913823840278
51132,0.6975081071975435
51133,0.575969512776453
51134,
51135,
51136,
51137,
51138,
51139,
51140,
51141,
51142,
51143,0.5141268234981691
51144,6.168848692810771e-13
51145,
51146,0.033382951493427925
51147,
51148,
51149,
51150,
51151,
51152,
51153,
51154,
51155,
51156,
51157,
51158,
51159,
51160,
51161,
51162,
51163,
51164,
51165,
51166,
51167,
51168,
51169,
51170,
51171,
51172,
51173,
51174,
51175,
51176,0.0038242091008604275
51177,
51178,
51179,
51180,0.7478992461186584
51181,0.761430617454477
51182,
51183,
51184,
51185,
51186,
51187,
51188,
51189,
51190,
51191,
51192,
51193,
51194,0.4995211861021456
51195,
51196,0.00010467119180873898
51197,
51198,
51199,
51200,0.05405573723905487
51201,
51202,
51203,
51204,
51205,
51206,
51207,
51208,
51209,
51210,
51211,
51212,
51213,
51214,0.016365295358747763
51215,
51216,
51217,
51218,0.9268086929605988
51219,
51220,
51221,1.8230459264630883e-15
51222,2.7205012937565296e-16
51223,
51224,
51225,
51226,
51227,
51228,
51229,
51230,
51231,
51232,
51233,
51234,
51235,
51236,
51237,2.2478451379829785e-05
51238,
51239,
51240,
51241,
51242,
51243,
51244,2.843900636868531e-08
51245,0.32734420438112055
51246,
51247,
51248,0.0002951401603314899
51249,0.048749359282724884
51250,0.049193126410916166
51251,1.4084197394160317e-08
51252,
51253,
51254,0.10198146801437782
51255,2.5426946494489884e-07
51256,0.00019921359599410919
51257,0.4454294937586818
51258,
51259,0.6846278295361399
51260,
51261,
51262,
51263,
51264,
51265,7.033496399214077e-07
51266,
51267,
51268,
51269,0.6259855561271166
51270,
51271,
51272,
51273,
51274,0.006887789476033946
51275,4.061838708088817e-06
51276,
51277,4.911567107452372e-07
51278,
51279,2.0409522614806975e-10
51280,
51281,
51282,
51283,0.6527318021795812
51284,0.015104093532580585
51285,
51286,
51287,
51288,0.013032612771255208
51289,
51290,
51291,
51292,
51293,
51294,
51295,
51296,
51297,0.3977397149017351
51298,
51299,
51300,0.8526387449528402
51301,4.397214054669584e-06
51302,
51303,
51304,
51305,
51306,
51307,
51308,
51309,
51310,
51311,
51312,
51313,
51314,
51315,
51316,
51317,
51318,
51319,
51320,
51321,
51322,
51323,
51324,
51325,
51326,
51327,
51328,
51329,
51330,
51331,
51332,
51333,
51334,
51335,
51336,
51337,
51338,
51339,
51340,
51341,
51342,
51343,
51344,
51345,
51346,
51347,
51348,
51349,
51350,
51351,0.9601939528442438
51352,0.866857653890004
51353,
51354,
51355,0.0670776284858697
51356,
51357,
51358,
51359,
51360,0.9308760171492153
51361,
51362,0.3754021691528634
51363,0.7817990099939418
51364,
51365,
51366,
51367,
51368,
51369,
51370,
51371,
51372,
51373,
51374,
51375,0.6007718587481441
51376,
51377,
51378,
