Numéro de centre_1,0.32560100000000003
Numéro de centre_10,0.241036
Numéro de centre_11,0.13198
Numéro de centre_12,0.654197
Numéro de centre_13,0.148742
Numéro de centre_14,0.27160500000000004
Numéro de centre_16,0.6984600000000001
Numéro de centre_17,0.6155470000000001
Numéro de centre_19,0.722603
Numéro de centre_2,0.993366
Numéro de centre_21,0.383844
Numéro de centre_3,0.028827999999999996
Numéro de centre_4,0.5896779999999999
Numéro de centre_5,0.417584
Numéro de centre_6,0.11515399999999999
Numéro de centre_7,0.638033
Numéro de centre_8,0.9720610000000001
"Mécanisme en cause_AVP (voiture, camion, bus)",0.257098
Mécanisme en cause_AVP 2 roues motorisé,0.363546
"Mécanisme en cause_AVP autre (avion, bateau, train, autres)",0.588004
Mécanisme en cause_AVP bicyclette,0.715221
Mécanisme en cause_AVP piéton,0.255749
Mécanisme en cause_Arme blanche,0.688178
Mécanisme en cause_Arme à feu,0.175523
Mécanisme en cause_Autre,0.8763489999999999
Mécanisme en cause_Chute (de sa hauteur),0.43446899999999994
Mécanisme en cause_Chute d'une hauteur,0.48675100000000004
Mécanisme en cause_Inconnu,0.90697
Mécanisme en cause_Traumatisme par objet contondant (non pénétrant),0.44088299999999997
Mécanisme en cause_nan,0.08176599999999999
Intentionnalité_Accident (non intentionnel),0.328279
Intentionnalité_Agression,0.553817
"Intentionnalité_Auto-infligé (suicide, blessure)",0.785485
Intentionnalité_Autre,0.8241139999999999
Intentionnalité_Inconnue,0.361514
Intentionnalité_nan,0.6707489999999999
Origine du patient_GGNC,0.629196
Origine du patient_Primaire,0.819036
Origine du patient_SAU,0.203603
Origine du patient_Secondaire,0.5533359999999999
Origine du patient_nan,0.8684379999999999
SAMU: département_04 - Alpes de haute provence,0.90697
SAMU: département_05 - Hautes Alpes,
SAMU: département_06 - Alpes maritimes,
SAMU: département_08 - Ardennes,0.6155470000000001
SAMU: département_09 - Ariège,0.6155470000000001
SAMU: département_10 - Aube,0.08512689999999999
SAMU: département_11 - Aude,
SAMU: département_12 - Aveyron,0.6155470000000001
SAMU: département_13 - Bouches du Rhône,0.241036
SAMU: département_14 - Calvados,0.8241139999999999
SAMU: département_27 - Eure,
SAMU: département_28 - Eure-et-Loir,0.609699
SAMU: département_31 - Haute-Garonne,0.445659
SAMU: département_32 - Gers,0.6155470000000001
SAMU: département_45 - Loiret,0.538412
SAMU: département_46 - Lot,0.722603
SAMU: département_50 - Manche,0.013741999999999999
SAMU: département_51 - Marne,0.237643
SAMU: département_52 - Haute Marne,0.722603
SAMU: département_54 - Meurthe-et-Moselle,0.528565
SAMU: département_55 - Meuse,0.6155470000000001
SAMU: département_57 - Moselle,0.477329
SAMU: département_58 - Nièvre,
SAMU: département_59 - Nord,0.49564600000000003
SAMU: département_60 - Oise,0.42677600000000004
SAMU: département_61 - Orne,0.532288
SAMU: département_62 - Pas-de-Calais,0.752267
SAMU: département_65 - Hautes-Pyrénées,0.722603
SAMU: département_67 - Bas-Rhin,0.745585
SAMU: département_68 - Haut-Rhin,0.383844
SAMU: département_75 - Paris,0.000235523
SAMU: département_77 - Seine-et-Marne,0.868857
SAMU: département_78 - Yvelines,0.6493220000000001
SAMU: département_81 - Tarn,0.381178
SAMU: département_82 - Tarn-et-Garonne,0.722603
SAMU: département_83 - Var,0.101713
SAMU: département_84 - Vaucluse,0.383844
SAMU: département_88 - Vosges,0.223938
SAMU: département_89 - Yonne,0.381178
SAMU: département_91 - Essonne,0.07791100000000001
SAMU: département_92 - Haut-de-Seine,0.193883
SAMU: département_93 - Seine-Saint-Denis,0.373666
SAMU: département_94 - Val-de-Marne,0.255818
SAMU: département_95 - Val-d'Oise,0.43139799999999995
SAMU: département_BSPP,0.14849600000000002
SAMU: département_Hors IDF,0.833741
SAMU: département_nan,0.21595100000000003
SMUR (SAMU Ville)_ARRAS,
SMUR (SAMU Ville)_Aix-en-provence,0.6707489999999999
SMUR (SAMU Ville)_Albi,0.6155470000000001
SMUR (SAMU Ville)_Alençon,0.722603
SMUR (SAMU Ville)_Argentan,0.6155470000000001
SMUR (SAMU Ville)_Argenteuil,0.237643
SMUR (SAMU Ville)_Arles,0.722603
SMUR (SAMU Ville)_Armenthieres,0.722603
SMUR (SAMU Ville)_Arpajon,0.285738
SMUR (SAMU Ville)_Arras,0.42677600000000004
SMUR (SAMU Ville)_Aubagne,
SMUR (SAMU Ville)_Auch,0.722603
SMUR (SAMU Ville)_Aulnay-sous-Bois,0.687575
SMUR (SAMU Ville)_Autre,
SMUR (SAMU Ville)_Auxerre,0.722603
SMUR (SAMU Ville)_Avignon,0.6155470000000001
SMUR (SAMU Ville)_Avranches,6.587760000000001e-05
SMUR (SAMU Ville)_BRIGNOLES,0.722603
SMUR (SAMU Ville)_Bar-le-Duc,
SMUR (SAMU Ville)_Bayeux,
SMUR (SAMU Ville)_Beaujon,0.423299
SMUR (SAMU Ville)_Beaumont,0.223938
SMUR (SAMU Ville)_Beauvais,0.722603
SMUR (SAMU Ville)_Bobigny,0.562282
SMUR (SAMU Ville)_Boulogne sur mer,0.722603
SMUR (SAMU Ville)_Brest,0.722603
SMUR (SAMU Ville)_Briey,
SMUR (SAMU Ville)_Brignoles,
SMUR (SAMU Ville)_Brignolles,0.722603
SMUR (SAMU Ville)_Béthune,0.00483434
SMUR (SAMU Ville)_CH Nevers,
SMUR (SAMU Ville)_Caen,
SMUR (SAMU Ville)_Caen 1,0.42677600000000004
SMUR (SAMU Ville)_Caen 2,0.722603
SMUR (SAMU Ville)_Calais,0.722603
SMUR (SAMU Ville)_Cambrai,
SMUR (SAMU Ville)_Carpentras,
SMUR (SAMU Ville)_Castelnaudary,
SMUR (SAMU Ville)_Castres,0.722603
SMUR (SAMU Ville)_Cavaillon,0.6155470000000001
SMUR (SAMU Ville)_Champerret,0.838872
SMUR (SAMU Ville)_Charleville-Mézières,
SMUR (SAMU Ville)_Chartres,0.477329
SMUR (SAMU Ville)_Chaumont,
SMUR (SAMU Ville)_Cherbourg,0.722603
SMUR (SAMU Ville)_Châlons-en-Champagne,
SMUR (SAMU Ville)_Clermont (Oise),
SMUR (SAMU Ville)_Colmar,0.42677600000000004
SMUR (SAMU Ville)_Corbeil,0.278248
SMUR (SAMU Ville)_Corse du sud : 2A,
SMUR (SAMU Ville)_Coulommiers,0.993309
SMUR (SAMU Ville)_Creil,
SMUR (SAMU Ville)_DAKAR,
SMUR (SAMU Ville)_DRAGUIGNAN,
SMUR (SAMU Ville)_Digne-les-Bains,0.6155470000000001
SMUR (SAMU Ville)_Douai,
SMUR (SAMU Ville)_Draguignan,
SMUR (SAMU Ville)_Dreux,0.34675900000000004
SMUR (SAMU Ville)_Dunkerque,0.00483434
SMUR (SAMU Ville)_Eaubonne,0.336264
SMUR (SAMU Ville)_Epinal,0.223938
SMUR (SAMU Ville)_Etampes,0.8241139999999999
SMUR (SAMU Ville)_Evreux,
SMUR (SAMU Ville)_FREJUS,0.6155470000000001
SMUR (SAMU Ville)_Falaise,0.6155470000000001
SMUR (SAMU Ville)_Flers,0.00483434
SMUR (SAMU Ville)_Foix,0.6155470000000001
SMUR (SAMU Ville)_Fontainebleau,0.0408723
SMUR (SAMU Ville)_Forbach,
SMUR (SAMU Ville)_Fréjus,0.722603
SMUR (SAMU Ville)_GASSIN,
SMUR (SAMU Ville)_Gap,
SMUR (SAMU Ville)_Garches,0.986516
SMUR (SAMU Ville)_Gonesse,0.383844
SMUR (SAMU Ville)_Granville,0.722603
SMUR (SAMU Ville)_Gérardmer,
SMUR (SAMU Ville)_HYERES,0.722603
SMUR (SAMU Ville)_Haguenau,0.538412
SMUR (SAMU Ville)_Hyères,0.477329
SMUR (SAMU Ville)_Hôtel Dieu,0.173058
SMUR (SAMU Ville)_Joigny,
SMUR (SAMU Ville)_Juvisy,0.101713
SMUR (SAMU Ville)_L Aigle,
SMUR (SAMU Ville)_La ferté Macé,0.722603
SMUR (SAMU Ville)_Lagny,0.6707489999999999
SMUR (SAMU Ville)_Lariboisière,0.0653226
SMUR (SAMU Ville)_Lavaur,0.00483434
SMUR (SAMU Ville)_Le Havre,0.722603
SMUR (SAMU Ville)_Lens,0.477329
SMUR (SAMU Ville)_Ligny-en-Barrois,0.722603
SMUR (SAMU Ville)_Lille,0.8684379999999999
SMUR (SAMU Ville)_Lisieux,0.00483434
SMUR (SAMU Ville)_Longjumeau,0.058722500000000004
SMUR (SAMU Ville)_Lunéville,0.6155470000000001
SMUR (SAMU Ville)_Manosque,0.08176599999999999
SMUR (SAMU Ville)_Mantes-la-Jolie,0.523791
SMUR (SAMU Ville)_Marignane,0.477329
SMUR (SAMU Ville)_Marne la vallée,0.392726
SMUR (SAMU Ville)_Marne-la-Vallée,0.477329
SMUR (SAMU Ville)_Marseille,0.42677600000000004
SMUR (SAMU Ville)_Marseille - Nord,0.6155470000000001
SMUR (SAMU Ville)_Marseille - Timone,0.722603
SMUR (SAMU Ville)_Martigues,0.722603
SMUR (SAMU Ville)_Masséna,0.197213
SMUR (SAMU Ville)_Maubeuge,
SMUR (SAMU Ville)_Meaux,0.39804
SMUR (SAMU Ville)_Melun,0.8555440000000001
SMUR (SAMU Ville)_Metz,0.6155470000000001
SMUR (SAMU Ville)_Moissac,
SMUR (SAMU Ville)_Mondor,0.164408
SMUR (SAMU Ville)_Mont-Saint-Martin,
SMUR (SAMU Ville)_Montargis,
SMUR (SAMU Ville)_Montauban,0.722603
SMUR (SAMU Ville)_Montereau,0.532288
SMUR (SAMU Ville)_Montfermeil,0.993309
SMUR (SAMU Ville)_Montreuil,0.8684379999999999
SMUR (SAMU Ville)_Mulhouse,0.722603
SMUR (SAMU Ville)_Ménilmontant,0.294553
SMUR (SAMU Ville)_NON CONNUE,
SMUR (SAMU Ville)_NON RENSIGNE,
SMUR (SAMU Ville)_Nancy,0.752267
SMUR (SAMU Ville)_Necker,0.07581389999999999
SMUR (SAMU Ville)_Nemours,0.477329
SMUR (SAMU Ville)_Nogent-le-Rotrou,0.538412
SMUR (SAMU Ville)_Orange,
SMUR (SAMU Ville)_Orléans,0.6155470000000001
SMUR (SAMU Ville)_Orsay,0.795409
SMUR (SAMU Ville)_Pertuis,
SMUR (SAMU Ville)_Pitié Salpêtrière,0.0490688
SMUR (SAMU Ville)_Plessis-Clamart,0.34675900000000004
SMUR (SAMU Ville)_Plombières,
SMUR (SAMU Ville)_Poissy,0.8684379999999999
SMUR (SAMU Ville)_Pompiers des Bouches du Rhône,0.722603
SMUR (SAMU Ville)_Pont-à-Mousson,
SMUR (SAMU Ville)_Pontoise,0.629196
SMUR (SAMU Ville)_Provins,0.6707489999999999
SMUR (SAMU Ville)_Rambouillet,0.209627
SMUR (SAMU Ville)_Reims,0.314338
SMUR (SAMU Ville)_Remiremont,
SMUR (SAMU Ville)_Rethel,
SMUR (SAMU Ville)_Rodez,
SMUR (SAMU Ville)_Romilly sur Seine (GHAM),0.6155470000000001
SMUR (SAMU Ville)_Roubaix,0.722603
SMUR (SAMU Ville)_SANARY,
SMUR (SAMU Ville)_Saint Raphael,0.722603
SMUR (SAMU Ville)_Saint-Avold,
SMUR (SAMU Ville)_Saint-Céré,0.722603
SMUR (SAMU Ville)_Saint-Denis,0.213515
SMUR (SAMU Ville)_Saint-Dizier,0.722603
SMUR (SAMU Ville)_Saint-Dié-des-Vosges,
SMUR (SAMU Ville)_Saint-Gaudens,
SMUR (SAMU Ville)_Saint-Germain-en-Laye,0.293379
SMUR (SAMU Ville)_Saint-Mihiel,
SMUR (SAMU Ville)_Saint-Tropez,
SMUR (SAMU Ville)_Salon,0.6155470000000001
SMUR (SAMU Ville)_Sarrebourg,0.722603
SMUR (SAMU Ville)_Sarreguemines,
SMUR (SAMU Ville)_Saverne,0.6155470000000001
SMUR (SAMU Ville)_Sedan,0.722603
SMUR (SAMU Ville)_Senlis,
SMUR (SAMU Ville)_Sens,0.722603
SMUR (SAMU Ville)_Sisteron,0.722603
SMUR (SAMU Ville)_St Lo,0.00483434
SMUR (SAMU Ville)_Strasbourg,0.655351
SMUR (SAMU Ville)_Sélestat,0.538412
SMUR (SAMU Ville)_Sézanne,0.722603
SMUR (SAMU Ville)_TOULON,0.6155470000000001
SMUR (SAMU Ville)_TROYS,0.6155470000000001
SMUR (SAMU Ville)_Tarbes,0.722603
SMUR (SAMU Ville)_Thionville,0.722603
SMUR (SAMU Ville)_Toul,
SMUR (SAMU Ville)_Toulon,0.485142
SMUR (SAMU Ville)_Toulon83,0.722603
SMUR (SAMU Ville)_Toulouse,0.445659
SMUR (SAMU Ville)_Tourcoing,
SMUR (SAMU Ville)_Troyes,0.223938
SMUR (SAMU Ville)_Valenciennes,
SMUR (SAMU Ville)_Vandoeuvre-lès-Nancy,0.722603
SMUR (SAMU Ville)_Verdun,0.722603
SMUR (SAMU Ville)_Vernon,
SMUR (SAMU Ville)_Versailles,0.11408
SMUR (SAMU Ville)_Villefranche de Rouergue,0.6155470000000001
SMUR (SAMU Ville)_Villeneuve-Saint-Georges,0.588004
SMUR (SAMU Ville)_Vire,0.6155470000000001
SMUR (SAMU Ville)_Vitry,0.298937
SMUR (SAMU Ville)_Vitry-le-François,0.6155470000000001
SMUR (SAMU Ville)_Vouziers,0.722603
SMUR (SAMU Ville)_argentan,
SMUR (SAMU Ville)_arras,
SMUR (SAMU Ville)_bayeux,
SMUR (SAMU Ville)_brignoles,
SMUR (SAMU Ville)_caen,0.6155470000000001
SMUR (SAMU Ville)_douai,0.722603
SMUR (SAMU Ville)_draguignan,
SMUR (SAMU Ville)_flers,
SMUR (SAMU Ville)_l'Aigle,
