RTS,0.0
 Total Score SOFA,0.0
TRISS pénétrant,0.0
Glasgow initial,0.0
Glasgow moteur initial,0.0
Glasgow moteur,0.0
TRISS contondant,0.0
Total Score IGS,0.0
Score ISS,3.7364020232305816e-297
Score de Glasgow en phase hospitalière,6.09842171831504e-287
Trauma Injury Severity Score (TRISS),1.1463379210714265e-282
ISS  / Head neck,5.031314395192306e-246
TP,7.958834325890972e-238
Glasgow,6.992090736685581e-212
Lactates,5.127873462229887e-190
Pression Artérielle Diastolique (PAD) minimum,1.7394603937906842e-178
pH,9.60500596848001e-175
Pression Artérielle Systolique (PAS) minimum,3.5219123828313973e-172
Score de Glasgow IGS II,5.535305962529881e-158
FiO2,2.1111638349906124e-156
"Hémocue, à l arrivée hôpital par équipe hôpital",2.047568967268875e-142
Bicar mesuré,1.1197783243743353e-141
Hb conventionnelle laboratoire,1.2753111102700519e-138
Température,3.462017267745259e-131
Excès de base,6.333478905671766e-107
SpO2 min,2.6421957263976277e-100
SOFA Respiration (PaO2/FiO2 (mmHg)),5.864094759438852e-97
Nombre culots globulaires (avant départ scanner ou bloc),2.7505664852964965e-94
Pression artérielle systolique IGS II,4.0035460002565145e-88
HCO3-,5.0996489103030175e-84
ASA-PS,6.927815985425064e-73
Age du patient (ans),1.2534270001536006e-71
Diurèse (L/24h),3.619034873258245e-67
Plaquettes,7.999532690396429e-67
Fibrinogène,1.9314992826747774e-64
"Doppler TransCrânien (DTC), Index de Pulsatilité (IP) max",2.742265108806111e-60
Hémocue initial,1.6244893373213312e-55
Cristalloïdes,3.456901450400157e-54
SOFA Coagulation (plaquette x 10^3/mm3),1.4686117819734307e-50
Rein (créat ou diurèse),1.369018296743913e-48
Natrémie,5.780298817464042e-44
Lactate max,9.921518384450167e-44
DTC IP max (sur les premières 24 heures d HTIC),2.33754479140279e-42
Créatinine max.1,7.760673229161433e-42
Pression Artérielle Systolique - PAS,4.6874230127456205e-39
Lactates H2,5.717063178895637e-38
Nombre plasma frais congelés (avant départ scanner ou bloc),3.915800290915744e-37
Créatinine,2.5659385041360438e-36
Pression Artérielle Diastolique (PAD) à l arrivée du SMUR,1.7010300667690946e-34
pH min,1.824052556710918e-34
Pression Artérielle Diastolique - PAD,3.0769814804860238e-33
Catécholamines max dans choc hémorragique,6.589992325550158e-33
"Sinon, lactates > H2",7.275686767462384e-33
BE max,5.372890711073746e-30
Bicar min,4.4196037210862987e-29
TP min,1.580436899087699e-27
pCO2,3.040713654492592e-25
PaO2/FIO2 (mmHg) si VM ou CPAP,2.169867549767953e-24
Colloïdes,2.927605358364871e-20
Pression Artérielle Systolique (PAS) à l arrivée du SMUR,5.986578775286767e-20
Nombre concentré plaquettaire (avant départ scanner ou bloc),1.2080020106777232e-19
ISS  / Chest,3.0972096964418105e-19
Urée sanguine,2.267895227365198e-18
Kaliémie,1.0193862798492154e-16
Troponine standard,2.5057291427626673e-16
Fréquence cardiaque (FC) à l arrivée du SMUR,2.493622986569477e-15
Fréquence cardiaque (FC) maximum,2.2308321279318248e-14
Température min,6.190522489693375e-13
Lactates pré-hospitalier,3.8999274995292505e-11
Fibrinogène min,5.874200877566647e-11
Hémoglobine min,1.073645071756416e-08
Myoglobine max,2.18884862694889e-08
Troponine ultrasensible,7.978732969304392e-08
CGR 6h,1.856525550470978e-07
FC en phase hospitalière,3.911296766207378e-07
PaO2,6.091852638441793e-07
FC IGS II,2.5227966212371435e-06
PFC 6h,2.4586525447215145e-05
ISS  / Face,2.78689688165254e-05
P/F min,8.610694448483277e-05
CGR 24h,0.0001415240655985671
Concentré plaquettaire 6h (nombre de CUP),0.00014245215322069752
